page_title,domain,pagePath,pageviews
"항소국 | Internal Revenue Service",www.irs.gov,/ko/appeals,502
"1.22.3 Addressing and Packaging | Internal Revenue Service",www.irs.gov,/irm/part1/irm_01-022-003,499
"1.4.1 Management Roles and Responsibilities | Internal Revenue Service",www.irs.gov,/irm/part1/irm_01-004-001,499
"1185 | Office of Foreign Assets Control",ofac.treasury.gov,/faqs/1185,499
"2014 Enforcement Information | Office of Foreign Assets Control",ofac.treasury.gov,/civil-penalties-and-enforcement-information/2014-enforcement-information,499
"5.12.4 Judicial/Non-Judicial Foreclosures | Internal Revenue Service",www.irs.gov,/irm/part5/irm_05-012-004,499
"About Form 8697, Interest Computation Under the Look-Back Method for Completed Long-Term Contracts | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-8697,499
"About Form 945-X, Adjusted Annual Return of Withheld Federal Income Tax or Claim for Refund | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-945-x,499
"Advisories | FinCEN.gov",fincen.gov,/resources/advisoriesbulletinsfact-sheets/advisories,499
"American Innovation 2019 $1 Reverse Proof Coin - Pennsylvania | US Mint",catalog.usmint.gov,/american-innovation-2019-1-reverse-proof-coin-pennsylvania-19gf.html,499
"California tax workshops, meetings and seminars | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/california-tax-workshops-meetings-and-seminars,499
Can the bank sell my mortgage to another bank without my permission,www.helpwithmybank.gov,/help-topics/mortgages-home-equity/mortgage-lender-servicer/servicer-change.html,499
"Enforcement Action Types | OCC",occ.gov,/topics/laws-and-regulations/enforcement-actions/enforcement-action-types/index-enforcement-action-types.html,499
"Expediting Exemption Application Processing: Where to Send Request | Internal Revenue Service",www.irs.gov,/charities-non-profits/expediting-exemption-application-processing-where-to-send-request,499
Federal Borrowings Program — TreasuryDirect,www.treasurydirect.gov,/government/federal-borrowings-program/,499
"Foreign Taxes that Qualify for the Foreign Tax Credit | Internal Revenue Service",www.irs.gov,/individuals/international-taxpayers/foreign-taxes-that-qualify-for-the-foreign-tax-credit,499
"IRS and Treasury issue guidance for students with discharged student loans and their creditors | Internal Revenue Service",www.irs.gov,/newsroom/irs-and-treasury-issue-guidance-for-students-with-discharged-student-loans-and-their-creditors,499
"IRS offering additional time at Taxpayer Assistance Centers for face-to-face help | Internal Revenue Service",www.irs.gov,/newsroom/irs-offering-additional-time-at-taxpayer-assistance-centers-for-face-to-face-help,499
"IRS opens free Energy Credit Online tool for sellers of clean vehicles to register for time-of-sale reporting and dealer advance payments for the Clean Vehicle Credit | Internal Revenue Service",www.irs.gov,/newsroom/irs-opens-free-energy-credit-online-tool-for-sellers-of-clean-vehicles-to-register-for-time-of-sale-reporting-and-dealer-advance-payments-for-the-clean-vehicle-credit,499
"Instructions for Form 8867 (11/2023) | Internal Revenue Service",www.irs.gov,/instructions/i8867,499
"International information reporting penalties | Internal Revenue Service",www.irs.gov,/payments/international-information-reporting-penalties,499
No Registration Filing FBAR,bsaefiling.fincen.gov,/noregsubmitservlet,499
"North Korea Designations; Amendment to the Iranian Transactions and Sanctions Regulations; Issuance of Iran-Related Frequently Asked Questions | Office of Foreign Assets Control",ofac.treasury.gov,/recent-actions/20240516,499
"Online Account | Internal Revenue Service",sa.www4.irs.gov,/ola/es/tax_records/transcripts,499
"Prohibition Against Interstate Deposits: Annual Host State Loan-to-Deposit Ratios | OCC",occ.gov,/news-issuances/bulletins/2024/bulletin-2024-14.html,499
"Publication 51 (2023), (Circular A), Agricultural Employer's Tax Guide | Internal Revenue Service",www.irs.gov,/publications/p51,499
"Romania - Tax Treaty Documents | Internal Revenue Service",www.irs.gov,/businesses/international-businesses/romania-tax-treaty-documents,499
"Russia-related Designations and Designations Updates; Publication of Russia-related Frequently Asked Question | Office of Foreign Assets Control",ofac.treasury.gov,/recent-actions/20220930,499
"Shop All Precious Metal Coins | US Mint",catalog.usmint.gov,/coins/precious-metal-coins/shop-all/,499
"Things to remember when filing 2023 tax returns | Internal Revenue Service",www.irs.gov,/newsroom/things-to-remember-when-filing-2023-tax-returns,499
USAspending.gov,www.usaspending.gov,/award/cont_awd_saqmma17c0012_1900_-none-_-none-,499
"Ukraine - Tax Treaty Documents | Internal Revenue Service",www.irs.gov,/businesses/international-businesses/ukraine-tax-treaty-documents,499
"Virginia - Where to File Addresses for Taxpayers and Tax Professionals | Internal Revenue Service",www.irs.gov,/filing/virginia-where-to-file-addresses-for-taxpayers-and-tax-professionals,499
"When to file a Form 14039, Identity Theft Affidavit | Internal Revenue Service",www.irs.gov,/newsroom/when-to-file-a-form-14039-identity-theft-affidavit,499
"Where to File Addresses for Filing Form 4506 | Internal Revenue Service",www.irs.gov,/filing/where-to-file-addresses-for-filing-form-4506,499
"Which Alcohol Beverages Require Formula Approval? | TTB: Alcohol and Tobacco Tax and Trade Bureau",www.ttb.gov,/formulation/do-i-need-a-formula-wine,499
"Услуга подтверждения личности и налоговой декларации | Internal Revenue Service",www.irs.gov,/ru/identity-theft-fraud-scams/identity-and-tax-return-verification-service,499
"1.1.12 Information Technology | Internal Revenue Service",www.irs.gov,/irm/part1/irm_01-001-012,495
"401(k) plan Fix-it Guide — The plan failed the 401(k) ADP and ACP nondiscrimination tests | Internal Revenue Service",www.irs.gov,/retirement-plans/401k-plan-fix-it-guide-the-plan-failed-the-401k-adp-and-acp-nondiscrimination-tests,495
"About Certified Professional Employer Organization | Internal Revenue Service",www.irs.gov,/tax-professionals/about-certified-professional-employer-organization,495
"Accepting Late Rollover Contributions | Internal Revenue Service",www.irs.gov,/retirement-plans/accepting-late-rollover-contributions,495
"American Liberty 2019 High Relief Silver Medal | US Mint",catalog.usmint.gov,/american-liberty-2019-high-relief-silver-medal-19db.html,495
"Careers at TTB | TTB: Alcohol and Tobacco Tax and Trade Bureau",www.ttb.gov,/about-ttb/careers,495
"Community Bank Director and Senior Management Workshops | OCC",www.occ.gov,/publications-and-resources/information-for/bankers/community-bank-director-workshops/index-community-bank-director-workshops.html,495
"Direct File | Internal Revenue Service",directfile.irs.gov,/state,495
"Elective FICA Exemption - Churches and Church-Controlled Organizations | Internal Revenue Service",www.irs.gov,/charities-non-profits/churches-religious-organizations/elective-fica-exemption-churches-and-church-controlled-organizations,495
"Financial Action Task Force | U.S. Department of the Treasury",home.treasury.gov,/policy-issues/terrorism-and-illicit-finance/financial-action-task-force,495
"Financial Institution Search | OCC",www.occ.gov,/institution-search/active,495
"IRS announces tax relief for victims of severe winter storms, straight-line winds, flooding, landslides, and mudslides in California | Internal Revenue Service",www.irs.gov,/newsroom/irs-announces-tax-relief-for-victims-of-severe-winter-storms-straight-line-winds-flooding-landslides-and-mudslides-in-california,495
"Importing Bottled Alcohol Beverages Into the United States. | TTB: Alcohol and Tobacco Tax and Trade Bureau",www.ttb.gov,/itd/importing-bottled-alcohol-beverages-into-the-united-states,495
"Individuals vs CPA, Attorney and Paid Tax Preparers | FinCEN.gov",www.fincen.gov,/individuals-vs-cpa-attorney-and-paid-tax-preparers,495
"Indonesia - Tax Treaty Documents | Internal Revenue Service",www.irs.gov,/businesses/international-businesses/indonesia-tax-treaty-documents,495
"Issuance of Venezuela-related General Licenses and Associated Frequently Asked Questions | Office of Foreign Assets Control",ofac.treasury.gov,/recent-actions/20231018_44,495
"Mississippi | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/mississippi,495
"Neil H. MacBride | U.S. Department of the Treasury",home.treasury.gov,/about/general-information/officials/neil-h-macbride,495
"Overdraft Protection Programs: Risk Management Practices | OCC",www.occ.gov,/news-issuances/bulletins/2023/bulletin-2023-12.html,495
Prompt Payment,fiscal.treasury.gov,/prompt-payment/,495
Prompt Payment: Discount Calculator,www.fiscal.treasury.gov,/prompt-payment/calculator.html,495
"Real Estate Appraisals: Final Interagency Guidance on Reconsiderations of Value of Residential Real Estate | OCC",occ.gov,/news-issuances/bulletins/2024/bulletin-2024-18.html,495
"Resource Center | U.S. Department of the Treasury",home.treasury.gov,/resource-center/data-chart-center/interest-rates/TextView,495
"Tax filing step 1: Gather all year-end income documents | Internal Revenue Service",www.irs.gov,/newsroom/tax-filing-step-1-gather-all-year-end-income-documents,495
"Tennessee | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/tennessee,495
"Texas State Quarter | U.S. Mint",www.usmint.gov,/coins/coin-medal-programs/50-state-quarters/texas,495
"Treasury Designates Perpetrators of Human Rights Abuse and Commemorates the 75th Anniversary of the Universal Declaration of Human Rights | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/jy1972,495
Treasury Offset Program - How the Treasury Offset Program (TOP) Collects Money for State Agencies,fiscal.treasury.gov,/top/state-programs.html,495
"Treasury Sanctions the IRGC Cooperative Foundation and Senior Iranian Officials Connected to Protest Suppression | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/jy1209,495
"Use of Federal Tax Information (FTI) for Child Support Enforcement Purposes - Matrix | Internal Revenue Service",www.irs.gov,/privacy-disclosure/use-of-federal-tax-information-fti-for-child-support-enforcement-purposes-matrix,495
"關於 W-4 表格，員工的預扣稅證明 | Internal Revenue Service",www.irs.gov,/zh-hant/forms-pubs/about-form-w-4,495
"21.5.7 Payment Tracers | Internal Revenue Service",www.irs.gov,/irm/part21/irm_21-005-007r,492
"71 | Office of Foreign Assets Control",ofac.treasury.gov,/faqs/71,492
"America the Beautiful Quarters | Image Library | U.S. Mint",www.usmint.gov,/news/image-library/america-the-beautiful-quarters-program,492
American Innovation $1 Coin 2019 Rolls and Bags - New Jersey - US Mint,catalog.usmint.gov,/on/demandware.store/sites-usm-site/default/product-variation,492
American Women Quarters™ 2022 Collector Coin Board - US Mint,catalog.usmint.gov,/on/demandware.store/sites-usm-site/default/product-variation,492
"Change to namespace in SDN.XML, CONSOLIDATED.XML, SDN_ADVANCED.XML, and CONS_ADVANCED.XML files | Office of Foreign Assets Control",ofac.treasury.gov,/recent-actions/20240507_44,492
"Coin Activities For Kids | U.S. Mint for Kids",www.usmint.gov,/learn/kids/resources/coin-activities,492
"Câu Hỏi Thường Gặp về Giao Dịch Tiền Ảo | Internal Revenue Service",www.irs.gov,/vi/individuals/international-taxpayers/frequently-asked-questions-on-virtual-currency-transactions,492
"Deemed distributions – Participant loans | Internal Revenue Service",www.irs.gov,/retirement-plans/deemed-distributions-participant-loans,492
"Florida State Quarter | U.S. Mint",www.usmint.gov,/coins/coin-medal-programs/50-state-quarters/florida,492
"Form W-2 Reporting of Employee Social Security Tax Deferred under Notice 2020-65 | Internal Revenue Service",www.irs.gov,/forms-pubs/form-w-2-reporting-of-employee-social-security-tax-deferred-under-notice-2020-65,492
"IRS Free File: Ideal for young and first-time filers | Internal Revenue Service",www.irs.gov,/newsroom/irs-free-file-ideal-for-young-and-first-time-filers,492
"Instructions for Schedule 6 (Form 8849) (07/2015) | Internal Revenue Service",www.irs.gov,/instructions/i8849s6,492
"Kredi Enpo sou Revni ou Antre (EITC) | Internal Revenue Service",www.irs.gov,/ht/credits-deductions/individuals/earned-income-tax-credit-eitc,492
"Page Not Found | Office of Foreign Assets Control",ofac.treasury.gov,/vpv404/recent-actions/1316,492
"Pagos electrónicos de impuesto federal efectuados el mismo día | Internal Revenue Service",www.irs.gov,/es/payments/same-day-wire-federal-tax-payments,492
"Privacy and Civil Liberties Impact Assessments | U.S. Department of the Treasury",home.treasury.gov,/footer/privacy-act/privacy-and-civil-liberties-impact-assessments,492
"Questions and Answers about the Third-round Economic Impact Payment — Topic E: Requesting My Payment | Internal Revenue Service",www.irs.gov,/newsroom/questions-and-answers-about-the-third-round-economic-impact-payment-topic-e-requesting-my-payment,492
"SOI Tax Stats All Years IRS Data Books | Internal Revenue Service",www.irs.gov,/statistics/soi-tax-stats-all-years-irs-data-books,492
"SOI Tax Stats IRS operations and budget | Internal Revenue Service",www.irs.gov,/vi/statistics/soi-tax-stats-irs-operations-and-budget,492
"Service to Taxpayers | Internal Revenue Service",www.irs.gov,/statistics/service-to-taxpayers,492
"Site Map | U.S. Mint",www.usmint.gov,/about/site-map,492
Surety Bonds,fiscal.treasury.gov,/surety-bonds/,492
Table of Treasury Securities — TreasuryDirect,www.treasurydirect.gov,/auctions/when-auctions-happen/table-of-treasury-securities/,492
"Tax fraud alerts | Internal Revenue Service",www.irs.gov,/ht/compliance/criminal-investigation/tax-fraud-alerts,492
"Taxpayer Advocate Service: Helping taxpayers navigate their IRS issues or concerns | Internal Revenue Service",www.irs.gov,/newsroom/taxpayer-advocate-service-helping-taxpayers-navigate-their-irs-issues-or-concerns,492
"Treasury Sanctions Additional Maritime Companies, Vessels Transporting Oil Sold Above the Coalition Price Cap | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/jy1915,492
"Whistleblower Office | Internal Revenue Service",www.irs.gov,/vi/compliance/whistleblower-office,492
"| Office of Foreign Assets Control",ofac.treasury.gov,/faqs/topic/1626,492
"Объяснение Формы 1099-K | Internal Revenue Service",www.irs.gov,/ru/businesses/understanding-your-form-1099-k,492
"2016 Enforcement Information | Office of Foreign Assets Control",ofac.treasury.gov,/civil-penalties-and-enforcement-information/2016-enforcement-information,489
"About Form 9465, Installment Agreement Request | Internal Revenue Service",www.irs.gov,/ko/forms-pubs/about-form-9465,489
"Childcare Template | Internal Revenue Service",www.irs.gov,/credits-deductions/individuals/earned-income-tax-credit/childcare-template,489
"Cuatro Maneras de Pagar Sus Impuestos Federales por Ingresos | Internal Revenue Service",www.irs.gov,/es/newsroom/ways-to-pay-your-federal-income-tax,489
"Federal Awards | Advanced Search | USAspending",www.usaspending.gov,/explorer/agency,489
"FinCEN Announces $140 Million Civil Money Penalty against USAA Federal Savings Bank for Violations of the Bank Secrecy Act | FinCEN.gov",www.fincen.gov,/news/news-releases/fincen-announces-140-million-civil-money-penalty-against-usaa-federal-savings,489
"FinCEN Proposes Rule to Combat Illicit Finance and National Security Threats in Investment Adviser Sector | FinCEN.gov",www.fincen.gov,/news/news-releases/fincen-proposes-rule-combat-illicit-finance-and-national-security-threats,489
Financial Management,arc.fiscal.treasury.gov,/services/financial-management/,489
Go Direct® - Enroll Now,godirect.gov,/gpw/enrollment,489
"Harpers Ferry National Park Quarter | U.S. Mint",www.usmint.gov,/coins/coin-medal-programs/america-the-beautiful-quarters/harpers-ferry-national-historical-park,489
"IRS Direct File pilot news | Internal Revenue Service",www.irs.gov,/about-irs/strategic-plan/irs-direct-file-pilot-news,489
"IRS Letter CP2000: Proposed Changes to Your Tax Return (ASL) - YouTube video text script | Internal Revenue Service",www.irs.gov,/newsroom/irs-letter-cp2000-proposed-changes-to-your-tax-return-asl-youtube-video-text-script,489
"Identifying the Payee | Internal Revenue Service",www.irs.gov,/individuals/international-taxpayers/identifying-the-payee,489
"Internal Revenue Bulletin: 2023-29 | Internal Revenue Service",www.irs.gov,/irb/2023-29_irb,489
"Iran-related Designations; Non-Proliferation Designations | Office of Foreign Assets Control",ofac.treasury.gov,/recent-actions/20240531,489
"Letters and Notices Offering an Appeal Opportunity | Internal Revenue Service",www.irs.gov,/appeals/letters-and-notices-offering-an-appeal-opportunity,489
"Lookback Period | Internal Revenue Service",www.irs.gov,/charities-non-profits/charitable-organizations/lookback-period,489
"Medical, nursing home, special care expenses | Internal Revenue Service",www.irs.gov,/faqs/itemized-deductions-standard-deduction/medical-nursing-home-special-care-expenses,489
"Mã số thuế của Chủ lao động | Internal Revenue Service",www.irs.gov,/vi/businesses/small-businesses-self-employed/employer-id-numbers,489
"Números de Identificación del Contribuyente (TIN) para Estudiantes y Alumnos Extranjeros | Internal Revenue Service",www.irs.gov,/es/individuals/international-taxpayers/taxpayer-identification-numbers-tins-for-foreign-students-and-scholars,489
"Publication of Final Rule to Remove the Zimbabwe Sanctions Regulations | Office of Foreign Assets Control",ofac.treasury.gov,/recent-actions/20240416,489
"Quality Control Standards for Automated Valuation Models: Final Rule | OCC",occ.gov,/news-issuances/bulletins/2024/bulletin-2024-17.html,489
Redeem Saving Bonds — TreasuryDirect,treasurydirect.gov,/savings-bonds/manage-bonds/treasurydirect/td-tour-entities/redeem-savings-bonds/,489
"Social Clubs – Requirements for Exemption – Inurement Prohibited | Internal Revenue Service",www.irs.gov,/charities-non-profits/other-non-profits/social-clubs-requirements-for-exemption-inurement-prohibited,489
"Tax Year 2021 Exempt Organizations and Other Tax Exempt Entities Modernized e-File (MeF) Providers | Internal Revenue Service",www.irs.gov,/charities-non-profits/tax-year-2021-exempt-organizations-and-other-tax-exempt-entities-modernized-e-file-mef-providers,489
"Taxpayer Bill of Rights 7: The Right to Privacy | Internal Revenue Service",www.irs.gov,/newsroom/taxpayer-bill-of-rights-7,489
"Treasury Designates Entities Involved in Raising Funds for Violent Extremists in the West Bank | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/jy2281,489
USAspending.gov,www.usaspending.gov,/award/asst_non_deee0009343_8900,489
"Using Voice and Chat Bots to Improve the Collection Taxpayer Experience | Internal Revenue Service",www.irs.gov,/about-irs/using-voice-and-chat-bots-to-improve-the-collection-taxpayer-experience,489
"What to Expect for Refunds This Year | Internal Revenue Service",www.irs.gov,/vi/refunds/what-to-expect-for-refunds-this-year,489
"When my CD matures, how will I receive funds",www.helpwithmybank.gov,/help-topics/bank-accounts/certificates-of-deposit/cd-mature-funds.html,489
"Налоговая информация для компаний | Internal Revenue Service",www.irs.gov,/ru/businesses,489
"Что такое облагаемые и не облагаемые налогами доходы? | Internal Revenue Service",www.irs.gov,/ru/businesses/small-businesses-self-employed/what-is-taxable-and-nontaxable-income,489
"1146 | Office of Foreign Assets Control",ofac.treasury.gov,/faqs/1146,485
"2018 Enforcement Information | Office of Foreign Assets Control",ofac.treasury.gov,/civil-penalties-and-enforcement-information/2018-enforcement-information,485
"5.14.2 Partial Payment Installment Agreements and the Collection Statute Expiration Date (CSED) | Internal Revenue Service",www.irs.gov,/irm/part5/irm_05-014-002r,485
"About FIO | U.S. Department of the Treasury",home.treasury.gov,/policy-issues/financial-markets-financial-institutions-and-fiscal-service/federal-insurance-office/about-fio,485
"About Form 8879-TE, IRS e-file Signature Authorization for a Tax Exempt Entity | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-8879-te,485
"Acceptance Agents - Turkey | Internal Revenue Service",www.irs.gov,/individuals/international-taxpayers/acceptance-agents-turkey,485
"Anatomy of a Wine Label | TTB: Alcohol and Tobacco Tax and Trade Bureau",www.ttb.gov,/regulated-commodities/beverage-alcohol/wine/anatomy-of-a-label,485
"Around the nation — Michigan | Internal Revenue Service",www.irs.gov,/newsroom/around-the-nation-michigan,485
"Finland - Tax Treaty Documents | Internal Revenue Service",www.irs.gov,/businesses/international-businesses/finland-tax-treaty-documents,485
"Forms & Instructions | Internal Revenue Service",www.irs.gov,/ru/forms-instructions,485
"Hoop & Darts Game | U.S. Mint for Kids",www.usmint.gov,/learn/kids/games/hoop-and-darts,485
"IRS announces 401(k) limit increases to $20,500 | Internal Revenue Service",www.irs.gov,/newsroom/irs-announces-401k-limit-increases-to-20500,485
"IRS: New Voluntary Disclosure Program lets employers who received questionable Employee Retention Credits pay them back at discounted rate; interested taxpayers must apply by March 22 | Internal Revenue Service",www.irs.gov,/newsroom/irs-new-voluntary-disclosure-program-lets-employers-who-received-questionable-employee-retention-credits-pay-them-back-at-discounted-rate-interested-taxpayers-must-apply-by-march-22,485
"OCC Approves Final Rule on Automated Valuation Models | OCC",occ.gov,/news-issuances/news-releases/2024/nr-occ-2024-66.html,485
"Outsourcing Payroll Duties | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/outsourcing-payroll-duties,485
"Pague con tarjeta de débito o crédito al presentar la declaración por presentación electrónica | Internal Revenue Service",www.irs.gov,/es/payments/pay-by-debit-or-credit-card-when-you-e-file,485
"Prepared Remarks of FinCEN Director Andrea Gacki During the SIFMA AML Conference | FinCEN.gov",www.fincen.gov,/news/speeches/prepared-remarks-fincen-director-andrea-gacki-during-sifma-aml-conference,485
"Qualified Intermediaries (QI) News | Internal Revenue Service",www.irs.gov,/businesses/qualified-intermediaries-qi-news,485
"Remarks by Secretary of the Treasury Janet L. Yellen on Pennsylvania Joining IRS Direct File | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/jy2507,485
"Schemas and business rules for Employment Tax Modernized e-File (MeF) Forms | Internal Revenue Service",www.irs.gov,/e-file-providers/schemas-and-business-rules-for-employment-tax-modernized-e-file-mef-forms,485
"Theodore Roosevelt Presidential $1 Coin | U.S. Mint",www.usmint.gov,/coins/coin-medal-programs/presidential-dollar-coin/theodore-roosevelt,485
"Treasury Targets Large Iranian Military Financial Facilitation Networks | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/jy1932,485
"Where to file your taxes for Form 945 | Internal Revenue Service",www.irs.gov,/filing/where-to-file-your-taxes-for-form-945,485
"Wholesaler/Importer/Exporter | TTB: Alcohol and Tobacco Tax and Trade Bureau",www.ttb.gov,/regulated-commodities/beverage-alcohol/wholesaler,485
"Апелляции | Internal Revenue Service",www.irs.gov,/ru/appeals,485
"纳税人应继续报告所有加密货币、数字资产收入 | Internal Revenue Service",www.irs.gov,/zh-hans/newsroom/taxpayers-should-continue-to-report-all-cryptocurrency-digital-asset-income,485
"4.26.16 Report of Foreign Bank and Financial Accounts (FBAR) | Internal Revenue Service",www.irs.gov,/irm/part4/irm_04-026-016,482
"412 | Office of Foreign Assets Control",ofac.treasury.gov,/faqs/412,482
"About Form 4506-T, Request for Transcript of Tax Return | Internal Revenue Service",www.irs.gov,/zh-hans/forms-pubs/about-form-4506-t,482
"About Form 8952, Application for Voluntary Classification Settlement Program (VCSP) | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-8952,482
American Innovation $1 Coin 2019 Rolls and Bags - Pennsylvania - US Mint,catalog.usmint.gov,/on/demandware.store/sites-usm-site/default/product-variation,482
American Women Quarters™ 2023 Collector Coin Board - US Mint,catalog.usmint.gov,/on/demandware.store/sites-usm-site/default/product-variation,482
"Counter Terrorism Designations and Designation Removal | Office of Foreign Assets Control",ofac.treasury.gov,/recent-actions/20230418,482
"Direct Pay (Pèman Dirèk) pa mwayen kont bankè | Internal Revenue Service",www.irs.gov,/ht/payments/direct-pay,482
FAQs for Treasury Securities Buybacks — TreasuryDirect,treasurydirect.gov,/help-center/faqs/buyback-faqs/,482
"Fechas de vencimiento para el impuesto sobre la nómina | Internal Revenue Service",www.irs.gov,/es/businesses/small-businesses-self-employed/employment-tax-due-dates,482
"Formularios e impuestos asociados para contratistas independientes | Internal Revenue Service",www.irs.gov,/es/businesses/small-businesses-self-employed/forms-and-associated-taxes-for-independent-contractors,482
"Home Mortgage Disclosure Act: FFIEC’s 2024 'A Guide to HMDA Reporting: Getting It Right!' | OCC",occ.gov,/news-issuances/bulletins/2024/bulletin-2024-15.html,482
"Other Deduction Questions 2 | Internal Revenue Service",www.irs.gov,/faqs/itemized-deductions-standard-deduction/other-deduction-questions/other-deduction-questions-2,482
"Remarks by Secretary of the Treasury Janet L. Yellen at a Joint Ministerial Meeting on the Global Alliance against Hunger and Poverty | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/jy2485,482
"Six people charged with fraudulently obtaining loans meant to help small businesses during COVID-19 pandemic | Internal Revenue Service",www.irs.gov,/compliance/criminal-investigation/six-people-charged-with-fraudulently-obtaining-loans-meant-to-help-small-businesses-during-covid-19-pandemic,482
"Treasury Identifies Cuban State-Owned Businesses for Sanctions Evasion | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/sm1217,482
"Treasury Sanctions Fourth Member of “Los Chapitos” and Expands Targeting of Deadly Fentanyl Supply Network | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/jy1467,482
"Treasury, IRS provide guidance on tax relief for deductions for food or beverages from restaurants | Internal Revenue Service",www.irs.gov,/newsroom/treasury-irs-provide-guidance-on-tax-relief-for-deductions-for-food-or-beverages-from-restaurants,482
"Unrelated business income tax returns | Internal Revenue Service",www.irs.gov,/charities-non-profits/unrelated-business-income-tax-returns,482
What is credit life insurance,www.helpwithmybank.gov,/help-topics/personal-auto-loans/credit-life-insurance/credit-insurance-life.html,482
myTTB,my.ttb.gov,/foreign-producer/assignments,482
"合格纳税人的免费报税表填写 | Internal Revenue Service",www.irs.gov,/zh-hans/individuals/free-tax-return-preparation-for-qualifying-taxpayers,482
"About Notice 797, Possible Federal Tax Refund Due to the Earned Income Credit (EIC) | Internal Revenue Service",www.irs.gov,/forms-pubs/about-notice-797,479
"About Schedule LEP (Form 1040), Request for Change in Language Preference | Internal Revenue Service",www.irs.gov,/forms-pubs/about-schedule-lep,479
"An Update to “The Purchasing Power of American Households” | U.S. Department of the Treasury",home.treasury.gov,/news/featured-stories/an-update-to-the-purchasing-power-of-american-households,479
Bureau of the Fiscal Service - Join Our Mailing Lists,www.fiscal.treasury.gov,/mailinglists.html,479
"Burma-related Designations; Cyber-related Designation; North Korea Designation; Iraq-related Designation Removal; Publication of Burma-related Determination and Associated Frequently Asked Questions | Office of Foreign Assets Control",ofac.treasury.gov,/recent-actions/20230823,479
"Federal Awards | Advanced Search | USAspending",www.usaspending.gov,/agency,479
"FinCEN Seeks Comments on Customer Identification Program Requirement | FinCEN.gov",www.fincen.gov,/news/news-releases/fincen-seeks-comments-customer-identification-program-requirement,479
"Forms, Instructions and Publications | Internal Revenue Service",www.irs.gov,/ko/forms-instructions-and-publications,479
Funds Management Program Reports — TreasuryDirect,www.treasurydirect.gov,/government/funds-management-program-reports/,479
Go Direct® - Community Organizations,qa.godirect.gov,/gpw/community/,479
"Government Spending Open Data | USAspending",www.usaspending.gov,/explorer/agency,479
"Gross Receipts Normally $25,000 $50,000 or Less | Internal Revenue Service",www.irs.gov,/charities-non-profits/gross-receipts-normally-25000-50000-or-less,479
"IRS Higher Education Connection | Internal Revenue Service",www.irs.gov,/newsroom/irs-higher-education-connection,479
"Suspicious Activity Reporting (Structuring) | FinCEN.gov",www.fincen.gov,/resources/statutes-regulations/administrative-rulings/suspicious-activity-reporting-structuring,479
"TTB Scheduled System Outages Calendar | TTB: Alcohol and Tobacco Tax and Trade Bureau",www.ttb.gov,/about-ttb/calendar,479
"Topic no. 804, FIRE system test files and Combined Federal/State Filing (CF/SF) program | Internal Revenue Service",www.irs.gov,/taxtopics/tc804,479
Treasury General Account,fiscal.treasury.gov,/tga/,479
"Understanding the child and dependent care credit | Internal Revenue Service",www.irs.gov,/newsroom/understanding-the-child-and-dependent-care-credit,479
"Unrelated Business Taxable Income - Social Clubs | Internal Revenue Service",www.irs.gov,/charities-non-profits/other-non-profits/unrelated-business-taxable-income-social-clubs,479
"What if my income declines? | Internal Revenue Service",www.irs.gov,/newsroom/what-if-my-income-declines,479
"Where To Buy Bullion Coins | U.S. Mint",catalog.usmint.gov,/coin-programs/bullion-authorized-purchasers.html,479
"了解您的表格 1099-K | Internal Revenue Service",www.irs.gov,/zh-hans/businesses/understanding-your-form-1099-k,479
"2026 Semiquincentennial Penny & Nickel | CCAC Images | U.S. Mint",www.usmint.gov,/news/ccac-meetings/2026-semiquincentennial-coin-program-penny-nickel,475
"About Form 1066, U.S. Real Estate Mortgage Investment Conduit (REMIC) Income Tax Return | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-1066,475
"About Form 8038, Information Return for Tax-Exempt Private Activity Bond Issues | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-8038,475
"Beverage Alcohol Retailers | TTB: Alcohol and Tobacco Tax and Trade Bureau",www.ttb.gov,/nrc/retail-beverage-alcohol-dealers,475
"CFIUS Filing Fees | U.S. Department of the Treasury",home.treasury.gov,/policy-issues/international/the-committee-on-foreign-investment-in-the-united-states-cfius/cfius-filing-fees,475
